id,gender,age,date,course_name,before_arousal,before_subjective_preparation,before_anger,before_hate,before_contempt,before_disgust,before_fear,before_disappointment,before_shame,before_regret,before_guilt,before_sadness,before_compassion,before_relief,before_admiration,before_love,before_contentment,before_pleasure,before_joy,before_pride,before_amusement,before_interest,before_other_emotion,after_arousal,after_subjective_performance,after_anger,after_hate,after_contempt,after_disgust,after_fear,after_disappointment,after_shame,after_regret,after_guilt,after_sadness,after_compassion,after_relief,after_admiration,after_love,after_contentment,after_pleasure,after_joy,after_pride,after_amusement,after_interest,after_other_emotion,permission,data_recorder,course_code,credit,semester,requirement,course_level,course_prequisit,lecturer_name,lecturer_email,course_language,grade
362,male,20,########,Filozófia- és pszichológiatörténet,4,3,3,3,4,3,5,4,4,4,4,5,4,3,2,3,2,1,3,2,2,4,NA,2,4,2,2,2,2,2,3,3,2,3,3,3,4,4,3,3,3,4,3,3,3,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
359,female,19,########,Filozófia- és pszichológiatörténet,1,1,NA,1,1,1,5,5,3,3,3,5,3,2,1,1,1,1,1,1,2,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,5,NA,4,NA,NA,5,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
256,male,23,########,Filozófia- és pszichológiatörténet,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,5,NA,4,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
424,female,19,########,Filozófia- és pszichológiatörténet,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,NA,NA,2,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
19,female,20,########,Filozófia- és pszichológiatörténet,3,4,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,4,4,3,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
39,female,20,########,Filozófia- és pszichológiatörténet,4,4,NA,NA,NA,NA,4,3,2,3,4,3,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,4,5,4,5,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
151,female,21,########,Filozófia- és pszichológiatörténet,4,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,3,3,4,3,4,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
273,male,23,########,Filozófia- és pszichológiatörténet,2,2,NA,NA,NA,NA,1,NA,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,5,NA,4,NA,4,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
369,female,19,########,Filozófia- és pszichológiatörténet,4,3,NA,NA,NA,NA,4,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,4,5,5,5,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
22,female,19,########,Filozófia- és pszichológiatörténet,4,4,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,4,4,NA,NA,2,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,5,NA,4,NA,4,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
210,female,18,########,Filozófia- és pszichológiatörténet,2,3,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,4,4,4,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
102,female,19,########,Filozófia- és pszichológiatörténet,4,3,NA,NA,NA,NA,3,NA,NA,4,3,NA,NA,4,NA,NA,NA,2,NA,NA,NA,3,NA,2,5,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,4,NA,4,NA,4,4,4,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
280,male,19,########,Filozófia- és pszichológiatörténet,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNALOM,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
141,female,20,########,Filozófia- és pszichológiatörténet,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
185,female,19,########,Filozófia- és pszichológiatörténet,4,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,2,2,4,4,3,4,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,1
348,female,19,########,Filozófia- és pszichológiatörténet,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
372,female,21,########,Filozófia- és pszichológiatörténet,5,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,izgatottsag,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,1,3,2,2,1,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
379,female,21,########,Filozófia- és pszichológiatörténet,4,4,3,NA,NA,NA,2,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,3,4,4,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
285,male,25,########,Filozófia- és pszichológiatörténet,4,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2,NA,3,NA,3,5,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,2,4,5,3,5,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
335,female,20,########,Filozófia- és pszichológiatörténet,2,3,NA,NA,NA,NA,3,NA,NA,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,4,3,4,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
170,female,30,########,Filozófia- és pszichológiatörténet,2,3,NA,NA,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,4,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,NA,NA,3,NA,4,NA,4,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
342,male,20,########,Filozófia- és pszichológiatörténet,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNSURE,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
188,female,18,########,Filozófia- és pszichológiatörténet,4,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
294,male,19,########,Filozófia- és pszichológiatörténet,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
405,female,20,########,Filozófia- és pszichológiatörténet,3,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
172,female,18,########,Filozófia- és pszichológiatörténet,4,2,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
159,female,19,########,Filozófia- és pszichológiatörténet,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
430,female,20,########,Filozófia- és pszichológiatörténet,5,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
297,female,22,########,Filozófia- és pszichológiatörténet,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
140,female,20,########,Filozófia- és pszichológiatörténet,3,3,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,5,NA,NA,4,4,NA,4,4,4,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
143,female,20,########,Filozófia- és pszichológiatörténet,1,2,1,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SICKNESS,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sickness,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
420,male,20,########,Filozófia- és pszichológiatörténet,5,4,3,1,3,4,3,2,NA,3,2,NA,4,2,3,2,3,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
370,male,19,########,Filozófia- és pszichológiatörténet,5,3,1,1,1,1,5,3,1,3,4,4,1,1,1,4,2,2,2,3,3,5,STRESSED,4,4,1,1,2,1,5,3,1,2,2,4,4,4,1,4,2,5,3,3,4,5,stressed AND pressured,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
176,female,19,########,Filozófia- és pszichológiatörténet,4,4,5,5,3,3,4,4,2,2,1,4,2,2,2,2,3,3,3,3,4,3,NA,1,4,4,4,2,1,1,3,1,3,1,2,2,4,2,2,2,2,2,4,2,2,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
40,female,19,########,Filozófia- és pszichológiatörténet,3,4,2,NA,NA,2,4,NA,2,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,2,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,5,3,NA,5,3,3,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
347,female,19,########,Filozófia- és pszichológiatörténet,5,1,NA,NA,NA,NA,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
258,male,18,########,Filozófia- és pszichológiatörténet,3,5,2,4,1,1,5,1,1,1,2,4,1,1,4,2,4,2,3,2,3,3,NA,1,5,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,4,4,4,4,2,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
177,male,22,########,Filozófia- és pszichológiatörténet,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,NA,3,4,NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
195,female,18,########,Filozófia- és pszichológiatörténet,3,4,3,NA,NA,NA,4,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,4,3,NA,NA,3,3,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
85,female,22,########,Filozófia- és pszichológiatörténet,4,3,5,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
240,female,20,########,Filozófia- és pszichológiatörténet,4,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,3,NA,NA,NA,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
8,female,20,########,Filozófia- és pszichológiatörténet,5,4,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
71,female,18,########,Filozófia- és pszichológiatörténet,5,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
136,male,24,########,Filozófia- és pszichológiatörténet,3,3,3,1,1,1,2,2,1,1,1,3,4,2,2,3,3,4,5,2,5,4,NA,3,1,1,1,1,1,1,2,2,4,1,3,4,4,NA,NA,3,4,4,1,NA,4,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
152,female,19,########,Filozófia- és pszichológiatörténet,NA,NA,3,NA,NA,4,5,4,3,5,5,4,1,1,1,1,1,1,2,2,2,3,NA,NA,NA,3,1,1,2,5,3,2,3,1,3,1,3,2,1,3,2,3,NA,NA,NA,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
202,male,20,########,Filozófia- és pszichológiatörténet,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
187,female,19,########,Filozófia- és pszichológiatörténet,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,2,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
403,male,23,########,Filozófia- és pszichológiatörténet,3,5,4,4,4,4,4,4,4,4,2,2,4,4,4,5,3,4,5,4,4,4,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
175,male,19,########,Filozófia- és pszichológiatörténet,3,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,NA,4,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,5,NA,4,NA,NA,NA,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
96,male,23,########,Filozófia- és pszichológiatörténet,2,3,NA,2,2,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,2,NA,NA,NA,NA,0,Thomas,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
62,female,19,########,Statisztika,5,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5,NA,5,NA,5,NA,NA,1,Sára Posta,PSZB17-110; SSZB13-126,5,2018/19/1,Kollokvium (5),BA,NA,Nagy Tamás,nagy.tamas@ppk.elte.hu,Hungarian,5
119,female,19,########,Statisztika,3,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,1,Sára Posta,PSZB17-110; SSZB13-126,5,2018/19/1,Kollokvium (5),BA,NA,Nagy Tamás,nagy.tamas@ppk.elte.hu,Hungarian,4
437,female,19,########,Statisztika,3,2,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Sára Posta,PSZB17-110; SSZB13-126,5,2018/19/1,Kollokvium (5),BA,NA,Nagy Tamás,nagy.tamas@ppk.elte.hu,Hungarian,4
369,female,19,########,Statisztika,2,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,5,4,4,NA,NA,1,Sára Posta,PSZB17-110; SSZB13-126,5,2018/19/1,Kollokvium (5),BA,NA,Nagy Tamás,nagy.tamas@ppk.elte.hu,Hungarian,5
131,female,20,########,Statisztika,3,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5,5,5,5,5,NA,NA,1,Sára Posta,PSZB17-110; SSZB13-126,5,2018/19/1,Kollokvium (5),BA,NA,Nagy Tamás,nagy.tamas@ppk.elte.hu,Hungarian,5
235,female,20,########,Statisztika,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,5,3,5,3,4,NA,hála,1,Sára Posta,PSZB17-110; SSZB13-126,5,2018/19/1,Kollokvium (5),BA,NA,Nagy Tamás,nagy.tamas@ppk.elte.hu,Hungarian,5
255,female,20,########,Statisztika,4,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,3,NA,1,Sára Posta,PSZB17-110; SSZB13-126,5,2018/19/1,Kollokvium (5),BA,NA,Nagy Tamás,nagy.tamas@ppk.elte.hu,Hungarian,5
173,female,19,########,Statisztika,4,4,1,3,1,2,5,2,2,1,5,4,1,1,1,1,2,2,1,2,1,3,NA,5,4,1,1,1,1,1,2,1,1,1,2,1,4,1,1,4,1,4,3,3,4,NA,1,Sára Posta,PSZB17-110; SSZB13-126,5,2018/19/1,Kollokvium (5),BA,NA,Nagy Tamás,nagy.tamas@ppk.elte.hu,Hungarian,5
376,female,18,########,Statisztika,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2,NA,3,NA,4,NA,NA,1,Sára Posta,PSZB17-110; SSZB13-126,5,2018/19/1,Kollokvium (5),BA,NA,Nagy Tamás,nagy.tamas@ppk.elte.hu,Hungarian,5
